,a01,stime_h_xxb,stime_m_xxb,xxb_mid,xxb_01,xxb_02,xxb_03,xxb_04,xxb_05,xxb_06,xxb_07,xxb_08,xxb_09,xxb_10,xxb_11,xxb_12,xxb_13,xxb_14,xxb_15a,xxb_15b,xxb_15c,xxb_16,xxb_17a,xxb_17b,xxb_17c,xxb_18a,xxb_18b,xxb_18c,etime_h_xxb,etime_m_xxb,flag,hhid2,hh_type,round
3127,2983.12,14.0,32.0,6,25.0,12.0,HSC/Alim,HSC/Alim,BA/BSC Pass/Fazil,BA/BSC Pass/Fazil,24.0,Completed class V,Never attended school,Yes,Agricultural day labor,Yes,1.0,2.0,5000.0,10000.0,73650.0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable; she was married after turning 18,,,14.0,26.0,,2983.1.2,BIHS households,Round 3 (2018-19)
3128,2983.2,8.0,51.0,7,30.0,11.0,SSC/ Dakhil,SSC/ Dakhil,Completed class IX,Completed class IX,16.0,Completed class III,Never attended school,Yes,Tea garden worker,Yes,2.0,0.0,0.0,2000.0,110000.0,Not applicable,Not applicable,Not applicable,Not applicable,Thought the groom was very good and they might not get such,,,8.0,56.0,,2983.2,BIHS households,Round 3 (2018-19)
3129,2984.1,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2984.1,BIHS households,Round 3 (2018-19)
3130,2984.2,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2984.2,BIHS households,Round 3 (2018-19)
3131,2985.0,8.0,11.0,2,24.0,14.0,Completed class VI,Completed class VI,Completed class V,Completed class V,16.0,Completed class II,Never attended school,Yes,Small trader (roadside stand or stall),Yes,0.0,3.0,0.0,850.0,45600.0,Not applicable,Not applicable,Not applicable,Not applicable,"Economic condition was poor to support her (food, education,",,,8.0,18.0,,2985,BIHS households,Round 3 (2018-19)
3132,2986.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2986,BIHS households,Round 3 (2018-19)
3133,2987.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2987,BIHS households,Round 3 (2018-19)
3134,2988.0,15.0,8.0,5,25.0,12.0,Completed class IX,Completed class IX,Completed class IV,Completed class IV,21.0,Completed class VII,Completed class II,Yes,Agricultural day labor,Yes,1.0,3.0,5000.0,4500.0,7000.0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable; she was married after turning 18,,,15.0,14.0,,2988,BIHS households,Round 3 (2018-19)
3135,2989.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2989,BIHS households,Round 3 (2018-19)
3136,2990.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2990,BIHS households,Round 3 (2018-19)
3137,2991.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2991,BIHS households,Round 3 (2018-19)
3138,2992.1,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2992.1,BIHS households,Round 3 (2018-19)
3139,2992.2,8.0,48.0,3,20.0,12.0,Completed class IV,Completed class IV,Completed class VI,Completed class VI,16.0,Completed class III,Never attended school,Yes,Working own farm (crop),Yes,1.0,0.0,20000.0,1400.0,25700.0,Not applicable,Not applicable,Not applicable,Not applicable,"Economic condition was poor to support her (food, education,",,,8.0,58.0,,2992.2,BIHS households,Round 3 (2018-19)
3140,2993.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2993,BIHS households,Round 3 (2018-19)
3141,2994.0,16.0,1.0,3,24.0,12.0,Completed class V,Completed class V,Completed class III,Completed class III,16.0,Completed class III,Never attended school,Yes,Tea garden worker,Yes,1.0,2.0,20000.0,5000.0,26100.0,Not applicable,Not applicable,Not applicable,Not applicable,"Economic condition was poor to support her (food, education,",,,14.0,7.0,,2994,BIHS households,Round 3 (2018-19)
3142,2995.0,8.0,36.0,4,21.0,13.0,Completed class V,Completed class V,Completed class V,Completed class V,19.0,Never attended school,Never attended school,Yes,Tea garden worker,Yes,1.0,2.0,0.0,0.0,0.0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable; she was married after turning 18,,,8.0,42.0,,2995,BIHS households,Round 3 (2018-19)
3143,2996.0,8.0,48.0,2,37.0,13.0,Completed class IX,Completed class IX,SSC/ Dakhil,SSC/ Dakhil,21.0,SSC/ Dakhil,Never attended school,No,,Yes,3.0,0.0,25000.0,60000.0,33200.0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable; she was married after turning 18,,,8.0,54.0,,2996,BIHS households,Round 3 (2018-19)
3144,2997.0,8.0,37.0,6,18.0,13.0,Completed class V,Completed class V,Completed class VIII,Completed class VIII,16.0,Never attended school,Never attended school,Yes,Cobbler,Yes,3.0,1.0,0.0,1200.0,40000.0,Not applicable,Not applicable,Not applicable,Not applicable,Pressure from neighbors,,,8.0,44.0,,2997,BIHS households,Round 3 (2018-19)
3145,2998.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2998,BIHS households,Round 3 (2018-19)
3146,2999.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2999,BIHS households,Round 3 (2018-19)
3147,3001.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3001,BIHS households,Round 3 (2018-19)
3148,3002.1,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3002.1,BIHS households,Round 3 (2018-19)
3149,3002.2,8.0,20.0,6,26.0,13.0,Completed class IX,Completed class IX,Completed class V,Completed class V,20.0,Never attended school,Never attended school,Yes,Share cropper/tenant,Yes,3.0,6.0,0.0,0.0,43000.0,300000.0,0.0,150000.0,0.0,Not applicable; she was married after turning 18,,,8.0,31.0,,3002.2,BIHS households,Round 3 (2018-19)
3150,3003.0,15.0,30.0,2,27.0,11.0,Never attended school,Never attended school,Never attended school,Never attended school,20.0,Never attended school,Never attended school,Yes,Agricultural day labor,Yes,3.0,3.0,0.0,0.0,11000.0,Don?t know,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,15.0,40.0,,3003,BIHS households,Round 3 (2018-19)
3151,3004.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3004,BIHS households,Round 3 (2018-19)
3152,3005.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3005,BIHS households,Round 3 (2018-19)
3153,3006.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3006,BIHS households,Round 3 (2018-19)
3154,3007.1,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3007.1,BIHS households,Round 3 (2018-19)
3155,3007.2,8.0,35.0,7,30.0,13.0,BA/BSC Pass/Fazil,BA/BSC Pass/Fazil,Completed class VII,Completed class VII,24.0,Completed class IX,Completed class VII,Yes,Service (private sector ),Yes,2.0,1.0,0.0,0.0,0.0,800000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,8.0,42.0,,3007.2,BIHS households,Round 3 (2018-19)
3156,3008.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3008,BIHS households,Round 3 (2018-19)
3157,3009.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3009,BIHS households,Round 3 (2018-19)
3158,3010.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3010,BIHS households,Round 3 (2018-19)
3159,3011.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3011,BIHS households,Round 3 (2018-19)
3160,3012.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3012,BIHS households,Round 3 (2018-19)
3161,3013.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3013,BIHS households,Round 3 (2018-19)
3162,3014.1,9.0,19.0,11,19.0,12.0,Completed class VII,Completed class VII,Completed class II,Completed class II,17.0,Never attended school,Never attended school,Yes,Agricultural day labor,Yes,2.0,1.0,30000.0,0.0,0.0,Not applicable,Not applicable,Not applicable,Not applicable,Thought the groom was very good and they might not get such,Marriage proposals were coming for her,,9.0,23.0,,3014.1,BIHS households,Round 3 (2018-19)
3163,3014.2,12.0,27.0,9,24.0,12.0,Completed class IV,Completed class IV,Completed class III,Completed class III,14.0,Never attended school,Completed class IV,Yes,Working own farm (crop),Yes,1.0,4.0,10000.0,300.0,2000.0,Not applicable,Not applicable,Not applicable,Not applicable,Thought the groom was very good and they might not get such,,,12.0,36.0,,3014.2,BIHS households,Round 3 (2018-19)
3164,3015.0,8.0,43.0,2,26.0,14.0,HSC/Alim,HSC/Alim,SSC/ Dakhil,SSC/ Dakhil,20.0,Never attended school,Completed class VIII,Yes,Cobbler,Yes,2.0,0.0,0.0,28300.0,69750.0,600000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,8.0,47.0,,3015,BIHS households,Round 3 (2018-19)
3165,3016.0,9.0,17.0,2,26.0,12.0,Completed class V,Completed class V,Never attended school,Never attended school,18.0,Never attended school,Never attended school,Yes,Working own farm (crop),Yes,1.0,3.0,0.0,500.0,4400.0,50000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,9.0,24.0,,3016,BIHS households,Round 3 (2018-19)
3166,3016.0,,,6,25.0,12.0,Completed class II,Completed class II,Completed class V,Completed class V,20.0,Never attended school,Never attended school,No,,Yes,1.0,4.0,0.0,400.0,25000.0,150000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,,,,3016,BIHS households,Round 3 (2018-19)
3167,3017.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3017,BIHS households,Round 3 (2018-19)
3168,3018.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3018,BIHS households,Round 3 (2018-19)
3169,3019.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3019,BIHS households,Round 3 (2018-19)
3170,3020.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3020,BIHS households,Round 3 (2018-19)
3171,3021.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3021,BIHS households,Round 3 (2018-19)
3172,3022.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3022,BIHS households,Round 3 (2018-19)
3173,3023.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3023,BIHS households,Round 3 (2018-19)
3174,3024.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3024,BIHS households,Round 3 (2018-19)
3175,3025.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3025,BIHS households,Round 3 (2018-19)
3176,3026.1,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3026.1,BIHS households,Round 3 (2018-19)
3177,3026.2,10.0,26.0,8,20.0,14.0,Completed class IX,Completed class IX,Never attended school,Never attended school,16.0,Completed class V,Completed class VIII,No,,No,1.0,2.0,65000.0,10000.0,8800.0,300000.0,0.0,0.0,0.0,"Economic condition was poor to support her (food, education,",Pressure from relatives,,10.0,32.0,,3026.2,BIHS households,Round 3 (2018-19)
3178,3027.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3027,BIHS households,Round 3 (2018-19)
3179,3028.1,9.0,20.0,3,23.0,12.0,Completed class V,Completed class V,Never attended school,Never attended school,15.0,Never attended school,Never attended school,Yes,Agricultural day labor,Yes,0.0,3.0,50000.0,2000.0,29100.0,100000.0,0.0,0.0,5000.0,Thought the groom was very good and they might not get such,Marriage proposals were coming for her,,9.0,24.0,,3028.1,BIHS households,Round 3 (2018-19)
3180,3028.2,8.0,47.0,9,28.0,12.0,Completed class IX,Completed class IX,Completed class III,Completed class III,24.0,Completed class II,Completed class V,Yes,Physically/mentally challenged,Yes,3.0,2.0,0.0,1000.0,0.0,200000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,8.0,51.0,,3028.2,BIHS households,Round 3 (2018-19)
3181,3028.3,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3028.3,BIHS households,Round 3 (2018-19)
3182,3029.1,9.0,9.0,3,19.0,14.0,Completed class V,Completed class V,Completed class V,Completed class V,18.0,Never attended school,Never attended school,Yes,Cobbler,Yes,2.0,3.0,0.0,500.0,3000.0,200000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,9.0,14.0,,3029.1,BIHS households,Round 3 (2018-19)
3183,3029.2,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3029.2,BIHS households,Round 3 (2018-19)
3184,3030.0,8.0,38.0,2,21.0,12.0,Never attended school,Never attended school,Completed class IV,Completed class IV,16.0,Never attended school,Never attended school,Yes,Working own farm (crop),Yes,3.0,2.0,0.0,0.0,24300.0,30000.0,0.0,5000.0,0.0,"Economic condition was poor to support her (food, education,",,,8.0,45.0,,3030,BIHS households,Round 3 (2018-19)
3185,3031.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3031,BIHS households,Round 3 (2018-19)
3186,3032.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3032,BIHS households,Round 3 (2018-19)
3187,3033.0,14.0,43.0,5,27.0,13.0,SSC/ Dakhil,Completed class IX,Completed class V,Completed class V,18.0,Never attended school,Completed class VII,Yes,Other self-employed (specify),Yes,2.0,1.0,0.0,1000.0,100000.0,200000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,14.0,47.0,,3033,BIHS households,Round 3 (2018-19)
3188,3034.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3034,BIHS households,Round 3 (2018-19)
3189,3035.1,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3035.1,BIHS households,Round 3 (2018-19)
3190,3035.2,13.0,40.0,6,22.0,12.0,Completed class V,Completed class V,Completed class IV,Completed class IV,18.0,Completed class V,Completed class II,Yes,Agricultural day labor,No,5.0,2.0,15000.0,3500.0,29000.0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable; she was married after turning 18,,,13.0,43.0,,3035.2,BIHS households,Round 3 (2018-19)
3191,3036.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3036,BIHS households,Round 3 (2018-19)
3192,3037.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3037,BIHS households,Round 3 (2018-19)
3193,3038.0,8.0,55.0,3,26.0,12.0,Never attended school,Never attended school,Completed class II,Completed class II,20.0,Never attended school,Never attended school,Yes,Agricultural day labor,Yes,2.0,2.0,0.0,0.0,15000.0,50000.0,0.0,0.0,1500.0,Not applicable; she was married after turning 18,,,9.0,15.0,,3038,BIHS households,Round 3 (2018-19)
3194,3038.0,,,4,23.0,12.0,Never attended school,Never attended school,Never attended school,Never attended school,21.0,Never attended school,Never attended school,Yes,Agricultural day labor,Yes,2.0,2.0,0.0,0.0,0.0,50000.0,0.0,0.0,2000.0,Not applicable; she was married after turning 18,,,,,,3038,BIHS households,Round 3 (2018-19)
3195,3039.0,8.0,35.0,2,23.0,12.0,Completed class IX,Completed class IX,Completed class VIII,Completed class VIII,16.0,Completed class VIII,Completed class V,Yes,Service (private sector ),Yes,2.0,1.0,0.0,7000.0,11000.0,200000.0,0.0,0.0,0.0,"Economic condition was poor to support her (food, education,",,,8.0,44.0,,3039,BIHS households,Round 3 (2018-19)
3196,3040.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3040,BIHS households,Round 3 (2018-19)
3197,3041.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3041,BIHS households,Round 3 (2018-19)
3198,3042.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3042,BIHS households,Round 3 (2018-19)
3199,3043.0,9.0,55.0,8,23.0,12.0,Never attended school,Never attended school,Completed class IV,Completed class IV,17.0,Never attended school,Never attended school,No,,Yes,2.0,2.0,0.0,0.0,10000.0,Don?t know,0.0,12000.0,0.0,Marriage proposals were coming for her,,,10.0,14.0,,3043,BIHS households,Round 3 (2018-19)
3200,3044.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3044,BIHS households,Round 3 (2018-19)
3201,3045.0,9.0,55.0,8,26.0,13.0,Completed class VII,Completed class VII,Completed class V,Completed class V,18.0,Completed class V,Completed class V,Yes,Small trader (roadside stand or stall),Yes,3.0,1.0,0.0,1400.0,0.0,200000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,9.0,59.0,,3045,BIHS households,Round 3 (2018-19)
3202,3046.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3046,BIHS households,Round 3 (2018-19)
3203,3047.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3047,BIHS households,Round 3 (2018-19)
3204,3048.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3048,BIHS households,Round 3 (2018-19)
3205,3049.0,8.0,48.0,2,22.0,13.0,Completed class V,Completed class V,Never attended school,Never attended school,17.0,SSC/ Dakhil,Completed class V,Yes,Agricultural day labor,Yes,4.0,1.0,0.0,0.0,17500.0,Don?t know,0.0,0.0,0.0,"Economic condition was poor to support her (food, education,",,,8.0,55.0,,3049,BIHS households,Round 3 (2018-19)
3206,3050.0,9.0,21.0,5,25.0,13.0,Completed class VI,Completed class VI,Completed class V,Completed class V,20.0,Never attended school,Completed class IX,Yes,Share cropper/tenant,Yes,2.0,1.0,0.0,4000.0,50000.0,150000.0,0.0,0.0,15000.0,Not applicable; she was married after turning 18,,,9.0,31.0,,3050,BIHS households,Round 3 (2018-19)
3207,3050.0,,,6,23.0,13.0,Completed class IX,Completed class IX,Completed class V,Completed class V,20.0,Never attended school,Never attended school,Yes,Medium trader (shop or small store),No,6.0,6.0,0.0,15000.0,60000.0,400000.0,0.0,5000.0,10000.0,Not applicable; she was married after turning 18,,,,,,3050,BIHS households,Round 3 (2018-19)
3208,3051.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3051,BIHS households,Round 3 (2018-19)
3209,3052.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3052,BIHS households,Round 3 (2018-19)
3210,3053.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3053,BIHS households,Round 3 (2018-19)
3211,3054.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3054,BIHS households,Round 3 (2018-19)
3212,3055.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3055,BIHS households,Round 3 (2018-19)
3213,3056.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3056,BIHS households,Round 3 (2018-19)
3214,3057.0,9.0,49.0,3,23.0,12.0,Completed class IX,Completed class IX,Completed class IX,Completed class IX,18.0,Completed class V,Never attended school,No,,Yes,1.0,1.0,0.0,10000.0,150000.0,300000.0,0.0,70000.0,20000.0,Not applicable; she was married after turning 18,,,9.0,55.0,,3057,BIHS households,Round 3 (2018-19)
3215,3058.0,15.0,47.0,3,30.0,13.0,HSC/Alim,SSC/ Dakhil,Completed class VIII,Completed class VIII,19.0,Completed class V,Completed class IX,Yes,Agricultural day labor,Yes,2.0,1.0,0.0,7000.0,22700.0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable; she was married after turning 18,,,15.0,12.0,,3058,BIHS households,Round 3 (2018-19)
3216,3059.0,14.0,19.0,2,23.0,12.0,Completed class V,Completed class V,Never attended school,Never attended school,13.0,Never attended school,Never attended school,Yes,Rickshaw/van pulling,No,0.0,0.0,0.0,1000.0,1400.0,Don?t know,0.0,2000.0,0.0,Thought the groom was very good and they might not get such,Marriage proposals were coming for her,,14.0,25.0,,3059,BIHS households,Round 3 (2018-19)
3217,3060.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3060,BIHS households,Round 3 (2018-19)
3218,3062.1,9.0,5.0,11,27.0,12.0,Completed class IV,Completed class IV,Completed class II,Completed class II,19.0,Never attended school,Never attended school,No,,Yes,1.0,2.0,25000.0,300.0,0.0,150000.0,0.0,1200.0,2500.0,Not applicable; she was married after turning 18,,,9.0,12.0,,3062.1,BIHS households,Round 3 (2018-19)
3219,3062.2,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3062.2,BIHS households,Round 3 (2018-19)
3220,3063.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3063,BIHS households,Round 3 (2018-19)
3221,3065.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3065,BIHS households,Round 3 (2018-19)
3222,3066.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3066,BIHS households,Round 3 (2018-19)
3223,3067.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3067,BIHS households,Round 3 (2018-19)
3224,3068.0,9.0,54.0,9,21.0,15.0,Completed class IX,Completed class IX,Completed class IV,Completed class IV,19.0,Completed class II,Completed class V,Yes,Working own farm (crop),Yes,3.0,0.0,0.0,50000.0,90000.0,300000.0,0.0,50000.0,0.0,Not applicable; she was married after turning 18,,,9.0,59.0,,3068,BIHS households,Round 3 (2018-19)
3225,3069.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3069,BIHS households,Round 3 (2018-19)
3226,3070.0,9.0,3.0,14,30.0,13.0,Completed class II,Completed class II,Completed class V,Completed class V,23.0,Never attended school,Never attended school,Yes,Working own farm (crop),Yes,2.0,4.0,0.0,15000.0,50000.0,100000.0,0.0,10000.0,0.0,Not applicable; she was married after turning 18,,,9.0,11.0,,3070,BIHS households,Round 3 (2018-19)
3227,3071.1,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3071.1,BIHS households,Round 3 (2018-19)
3228,3071.2,9.0,24.0,9,27.0,15.0,Completed class V,Completed class V,Completed class V,Completed class V,18.0,Completed class II,Never attended school,Yes,Cobbler,Yes,2.0,2.0,0.0,1300.0,31400.0,200000.0,0.0,100000.0,0.0,Not applicable; she was married after turning 18,,,9.0,33.0,,3071.2,BIHS households,Round 3 (2018-19)
3229,3072.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3072,BIHS households,Round 3 (2018-19)
3230,3073.0,9.0,47.0,3,18.0,15.0,Completed class IV,Completed class IV,Completed class V,Completed class V,16.0,Never attended school,Never attended school,No,,Yes,2.0,0.0,10000.0,800.0,40000.0,100000.0,0.0,0.0,0.0,"Economic condition was poor to support her (food, education,",,,9.0,56.0,,3073,BIHS households,Round 3 (2018-19)
3231,3074.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3074,BIHS households,Round 3 (2018-19)
3232,3075.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3075,BIHS households,Round 3 (2018-19)
3233,3076.0,9.0,33.0,2,22.0,12.0,Never attended school,Never attended school,Never attended school,Never attended school,18.0,Never attended school,Never attended school,Yes,Agricultural day labor,Yes,1.0,0.0,13000.0,1000.0,5500.0,200000.0,0.0,350.0,1000.0,Not applicable; she was married after turning 18,,,9.0,41.0,,3076,BIHS households,Round 3 (2018-19)
3234,3077.0,8.0,49.0,4,33.0,13.0,HSC/Alim,HSC/Alim,Completed class V,Completed class V,23.0,SSC/ Dakhil,Completed class V,Yes,Working own farm (crop),Yes,0.0,3.0,0.0,0.0,0.0,400000.0,0.0,50000.0,20000.0,Not applicable; she was married after turning 18,,,9.0,0.0,,3077,BIHS households,Round 3 (2018-19)
3235,3077.0,,,6,30.0,12.0,Completed class IX,Completed class IX,Completed class VII,Completed class VII,18.0,Completed class V,Completed class V,Yes,Working own farm (crop),Yes,3.0,1.0,0.0,10000.0,100000.0,360000.0,0.0,16000.0,0.0,Not applicable; she was married after turning 18,,,,,,3077,BIHS households,Round 3 (2018-19)
3236,3078.1,8.0,58.0,7,28.0,13.0,SSC/ Dakhil,SSC/ Dakhil,HSC/Alim,HSC/Alim,23.0,Completed class IX,Completed class VIII,Yes,Working own farm (crop),Yes,2.0,0.0,0.0,0.0,80000.0,350000.0,0.0,100000.0,0.0,Not applicable; she was married after turning 18,,,9.0,7.0,,3078.1,BIHS households,Round 3 (2018-19)
